serial_scrambled	BSA21_final_wt	DVSex21	Ragecat	HHincomex	RClassGP	hedqual2x	MarStat6x	HhlChlGpdx	PMSx	HomoSexx	Partyfwx	Politicsx	Votedx	Spend1x	dolex	TAXSPENDx	EQOPPGAYx	EQOPPTx	CHOPWOMMx	EQOPPBLKx	TBirCertx	EqOpDisx	EqOpMhx	welfare2	leftrigh	libauth	NHSSatx	GPSatx	NHSFProbx	NHSAccx
1019911	.44255976317206	2	5	3	4	2	2	2	5	5	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.25	1.2	3	-1	-1	-1	-1
1026451	1.9647820410566	2	1	9	6	2	4	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	1.25	1.4	2.5	-1	-1	-1	-1
1039651	.143553833102792	1	5	1	1	1	2	2	5	5	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	1.25	1.4	1.66666666666667	-1	-1	-1	-1
1018351	2.05583002795308	1	2	3	1	2	1	1	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	2.75	3	2.16666666666667	-1	-1	-1	-1
1018352	1.53759937555129	2	2	3	4	2	1	1	5	5	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.25	3	3.33333333333333	-1	-1	-1	-1
1043371	.823197050265542	2	7	4	1	1	1	2	3	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.875	2.2	3.33333333333333	-1	-1	-1	-1
1005711	1.60868211889135	1	7	9	1	2	3	2	5	4	5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	2.57142857142857	2	3.5	-1	-1	-1	-1
1045721	.96950345041178	9	3	9	1	1	 	2	5	5	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	1.875	1.8	2.66666666666667	-1	-1	-1	-1
1016271	.601349767209496	1	2	2	1	1	1	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.5	2	2.83333333333333	-1	-1	-1	-1
1046641	.615308249919827	1	7	3	4	2	1	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	1.125	3.2	2.16666666666667	-1	-1	-1	-1
1046642	.285234103317014	2	7	2	4	2	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	1.75	3	3	-1	-1	-1	-1
1041171	.349093617179921	1	5	9	2	1	4	2	5	5	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	3	3.5	2.8	4	-1	-1	-1	-1
1008142	2.38981825206914	2	4	3	4	3	1	1	5	5	5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	5	3.75	1.6	4	-1	-1	-1	-1
1038811	1.19966104843182	1	7	1	1	4	3	2	5	9	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	3.625	2.6	3.66666666666667	-1	-1	-1	-1
1001071	1.58300015826218	1	6	3	1	2	1	2	5	5	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	2.25	3	3	-1	-1	-1	-1
1030481	.244097726722407	2	6	3	3	2	4	2	5	1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.375	2.2	4	-1	-1	-1	-1
1037121	2.12149660295542	9	9	9	6	 	 	 	9	9	 	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	9	9	9	9	-1	-1	-1	-1
1037122	2.12149660295542	9	9	9	6	 	 	 	9	9	 	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	9	9	9	9	-1	-1	-1	-1
1024962	2.20437256054207	1	4	2	6	4	4	2	4	4	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	3.375	1	4.33333333333333	-1	-1	-1	-1
1018731	.645239200485595	2	4	3	1	1	2	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	1.625	1.2	2.66666666666667	-1	-1	-1	-1
1040741	1.01463104476813	2	5	9	3	4	4	2	5	5	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	4.375	1.6	3	-1	-1	-1	-1
1039011	1.01161024510067	2	5	4	1	2	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.5	2.2	4.33333333333333	-1	-1	-1	-1
1030571	.835600264492125	1	2	4	1	1	1	2	5	5	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4.125	2.6	4.16666666666667	-1	-1	-1	-1
1022201	1.01669512136908	1	4	4	2	3	1	1	5	5	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	2.5	2.8	4.16666666666667	-1	-1	-1	-1
1022202	1.23469444288557	2	4	4	1	2	1	1	5	5	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4	3.2	4.16666666666667	-1	-1	-1	-1
1044901	3.10512281706067	2	1	3	1	2	4	2	5	5	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	1.125	1.2	1.5	-1	-1	-1	-1
1031111	.618014909687098	2	7	2	8	2	3	2	5	5	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.125	1	2	-1	-1	-1	-1
1002711	.641818322022144	1	2	3	1	1	4	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	2.625	1	2.83333333333333	-1	-1	-1	-1
1015291	1.22532722194339	1	7	1	2	3	1	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.25	2.2	4.16666666666667	-1	-1	-1	-1
1015292	.302000793757817	2	7	1	5	1	1	2	5	5	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.875	1.8	3.5	-1	-1	-1	-1
1042141	.536186955568727	2	4	4	1	1	1	1	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	2.75	4	2.5	-1	-1	-1	-1
1002291	.774663236912082	2	7	1	1	1	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.5	4.2	3.66666666666667	-1	-1	-1	-1
1020941	.522208115785703	2	4	4	1	1	1	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	4	3.8	3.83333333333333	-1	-1	-1	-1
1021971	.537510996194712	2	7	1	1	4	3	2	2	1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	3.375	2.2	4.5	-1	-1	-1	-1
1005691	.643924477819998	2	7	2	5	3	1	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	3	3	3	-1	-1	-1	-1
1005692	.960578921613089	1	7	2	4	4	1	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	3	4	3.16666666666667	-1	-1	-1	-1
1039051	.540406448522441	1	3	4	1	1	1	1	5	5	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.25	3.6	2.66666666666667	-1	-1	-1	-1
1002771	.461969519784243	2	6	2	1	2	1	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.25	2	3.66666666666667	-1	-1	-1	-1
1041651	.820596567766633	2	7	9	1	1	1	2	3	4	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	2.375	2.2	3.33333333333333	-1	-1	-1	-1
1039421	.728604083917271	2	4	4	1	1	1	2	5	5	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.25	1.8	2.83333333333333	-1	-1	-1	-1
1039422	.728604083917271	2	4	4	1	2	1	2	5	5	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4.625	1.8	2.83333333333333	-1	-1	-1	-1
1014061	.815003358181558	2	6	3	1	2	1	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4.375	1.4	4.5	-1	-1	-1	-1
1005181	.947168418063623	2	3	3	1	1	1	1	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.625	2	3.33333333333333	-1	-1	-1	-1
1005182	.675092402464693	1	3	4	1	1	1	1	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.25	2.2	3.33333333333333	-1	-1	-1	-1
1015951	.871944761257445	1	7	3	1	3	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	3.375	1.8	4.33333333333333	-1	-1	-1	-1
1043511	1.5026279425666	1	4	1	5	4	1	1	4	1	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	3.25	3	3.33333333333333	-1	-1	-1	-1
1013921	.73637193927655	9	3	9	1	1	4	2	5	5	 	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	3.25	3.6	3	-1	-1	-1	-1
1042601	.443538416088022	2	6	4	1	1	1	1	3	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	3.375	1.6	5	-1	-1	-1	-1
1043821	.753742338590343	1	7	3	1	3	3	2	5	5	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.875	3.4	3.66666666666667	-1	-1	-1	-1
1018821	1.6766990752138	1	1	3	5	2	1	1	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.375	1.4	3	-1	-1	-1	-1
1010821	.74806188440801	2	7	3	4	3	1	2	4	4	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	2.5	3.2	3.5	-1	-1	-1	-1
1008271	.411472910717741	1	2	3	2	1	1	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.25	2.6	2.66666666666667	-1	-1	-1	-1
1008272	1.72503721139912	2	2	2	2	2	1	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.25	2	2.5	-1	-1	-1	-1
1032681	1.47334509472331	2	3	1	1	3	4	2	4	3	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1
1001261	1.06568753268376	1	7	2	2	3	2	2	4	3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.125	2.2	4	-1	-1	-1	-1
1013911	.450624101786847	1	3	3	1	1	1	2	5	5	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.125	2	3.83333333333333	-1	-1	-1	-1
1021211	1.34797994997151	2	7	3	1	2	1	1	3	1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	4.2	3.5	-1	-1	-1	-1
1006701	.639452331634637	1	2	3	1	1	1	1	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4.375	2.8	3.83333333333333	-1	-1	-1	-1
1006702	1.74943056339181	2	2	3	4	2	1	1	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	4	2.8	3.66666666666667	-1	-1	-1	-1
1025871	.684898932596601	1	4	4	1	1	1	1	5	5	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3.25	2.8	3	-1	-1	-1	-1
1016441	.774015608990134	2	4	1	4	2	1	2	5	5	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	1.875	2.8	4.16666666666667	-1	-1	-1	-1
1016442	1.70196202437587	1	2	1	5	3	1	2	5	5	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2	2.8	4.66666666666667	-1	-1	-1	-1
1018051	.235468345802735	2	7	3	1	1	1	2	4	4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3.625	4	3.5	-1	-1	-1	-1
1035941	.74559654200975	1	3	9	1	2	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.625	3.8	3.5	-1	-1	-1	-1
1034961	1.4402509043313	1	6	1	1	3	2	2	5	5	 	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2	3.4	2.5	-1	-1	-1	-1
1044351	.940284997390274	2	3	3	1	1	1	2	5	5	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	1.5	1.8	2.5	-1	-1	-1	-1
1044352	.532444043646286	1	3	3	1	1	1	2	4	5	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	1.125	1.4	2	-1	-1	-1	-1
1043081	.770895635362118	1	3	2	2	3	2	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.25	1.8	4	-1	-1	-1	-1
1015471	1.36875128612652	1	3	3	2	2	1	1	6	6	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.25	2	2.33333333333333	-1	-1	-1	-1
1011841	1.1579013922799	1	7	3	1	2	2	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.625	2.4	4	-1	-1	-1	-1
1030951	1.06600125713349	1	3	3	1	1	1	1	5	5	5	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3.75	4	3.33333333333333	-1	-1	-1	-1
1015541	.433027608396014	1	3	1	2	1	2	1	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.75	2.6	3.5	-1	-1	-1	-1
1028341	.398711518841877	1	5	2	1	1	2	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.25	2.6	2.66666666666667	-1	-1	-1	-1
1017681	.594679413273665	1	3	3	1	1	1	1	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3.5	2.8	3.5	-1	-1	-1	-1
1017682	.834347325245401	2	3	4	4	2	1	1	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4	1.8	4.5	-1	-1	-1	-1
1018621	1.21410163172957	1	2	2	1	2	1	2	5	5	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.75	3	3.83333333333333	-1	-1	-1	-1
1018622	1.29208227715912	2	4	2	5	2	1	2	5	4	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.375	2.6	4.33333333333333	-1	-1	-1	-1
1016661	.630800100939493	2	7	9	1	2	2	2	5	2	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.375	3	3	-1	-1	-1	-1
1014251	1.838423138797	1	7	1	2	3	1	2	3	2	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	3	2.375	2.4	3.66666666666667	-1	-1	-1	-1
1013131	.615836999659255	1	3	3	1	1	1	1	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	1	1.8	2.16666666666667	-1	-1	-1	-1
1004361	1.12875125118455	2	4	2	1	3	1	1	5	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	3.125	2.8	2.83333333333333	-1	-1	-1	-1
1004362	.971800119922011	1	3	2	1	3	1	1	5	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	2.66666666666667	-1	-1	-1	-1
1042471	2.685657203258	1	4	3	8	3	1	1	5	5	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4	3.6	3.5	-1	-1	-1	-1
1042472	4.56202497595408	2	1	9	6	2	4	1	5	5	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.25	3.8	2.16666666666667	-1	-1	-1	-1
1026351	.838081037907587	2	4	9	1	1	1	1	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	1.875	1.6	2.16666666666667	-1	-1	-1	-1
1033991	.551036104721936	1	4	1	1	2	1	1	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1
1035741	2.88323832151314	2	4	2	1	2	1	1	5	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	4	3.375	1.4	2.16666666666667	-1	-1	-1	-1
1031961	.996357159397168	1	6	1	2	2	2	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.5	2.2	3.66666666666667	-1	-1	-1	-1
1022661	.389273700995993	1	4	3	8	2	2	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.75	2.6	4	-1	-1	-1	-1
1032631	.677955152905967	1	2	3	1	1	4	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.25	2.2	3.16666666666667	-1	-1	-1	-1
1006891	.668654641438147	1	3	4	1	1	1	2	5	5	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	2.375	1	2.33333333333333	-1	-1	-1	-1
1006892	.830234603060711	2	3	4	1	1	1	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.375	1.4	2.66666666666667	-1	-1	-1	-1
1036221	3.10433844658629	1	4	9	6	2	1	1	9	9	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.75	2.6	2.66666666666667	-1	-1	-1	-1
1036222	1.8457977406179	2	4	9	8	 	1	1	9	9	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3.125	2.4	2.83333333333333	-1	-1	-1	-1
1048341	1.02225966487219	1	7	3	1	1	1	2	4	4	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.75	2.6	3.33333333333333	-1	-1	-1	-1
1043341	.502418607775189	2	3	3	1	1	4	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.25	3.2	3.16666666666667	-1	-1	-1	-1
1043342	.837924294382856	1	3	2	2	2	4	2	5	5	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.25	2.2	3.66666666666667	-1	-1	-1	-1
1013261	.960561947494167	1	5	3	3	1	1	2	2	1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.125	3	3.33333333333333	-1	-1	-1	-1
1013901	.544762446628325	1	1	4	2	1	4	2	5	5	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	1.5	1.2	2	-1	-1	-1	-1
1047351	1.34914071856548	2	7	2	4	4	1	2	5	2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.5	3.6	3.83333333333333	-1	-1	-1	-1
1047352	1.71058452068787	1	7	2	5	4	1	2	5	5	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.25	2.2	3.66666666666667	-1	-1	-1	-1
1034441	.697871551357933	2	7	1	3	3	4	2	5	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	3.5	3.6	4.16666666666667	-1	-1	-1	-1
1020052	1.00281337829429	1	7	1	5	2	1	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3.75	3.4	3	-1	-1	-1	-1
1036361	.917260435973459	1	7	1	1	3	3	2	5	2	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.5	2	4	-1	-1	-1	-1
1024671	.872521703250596	2	3	3	2	2	1	1	5	5	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4	2.875	1.8	3.33333333333333	-1	-1	-1	-1
1032811	.218904602913169	1	5	1	5	1	1	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	1.75	1.8	2.5	-1	-1	-1	-1
1003751	.678267037503643	1	6	2	1	3	2	2	5	5	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3	2.2	3.5	-1	-1	-1	-1
1017511	1.10161746923695	1	7	1	1	4	3	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.625	2	3.83333333333333	-1	-1	-1	-1
1000911	.771090837729722	1	4	4	1	1	1	1	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.625	2.6	3.33333333333333	-1	-1	-1	-1
1028631	1.16508310638578	1	7	4	2	2	1	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	3.5	2.4	3.5	-1	-1	-1	-1
1028632	1.0968820461581	2	7	4	3	4	1	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	3.625	1.6	3.66666666666667	-1	-1	-1	-1
1004281	.260548036798022	2	7	3	1	1	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4.875	4	3.33333333333333	-1	-1	-1	-1
1004282	.350428044067484	1	6	4	1	1	1	2	5	5	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4.625	4.2	3.83333333333333	-1	-1	-1	-1
1002321	.960897037967712	2	4	9	1	1	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	5	4.5	2.6	4.5	-1	-1	-1	-1
1024241	1.22468184932396	1	5	3	2	2	1	2	1	1	 	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2	2.2	4	-1	-1	-1	-1
1024242	.844247925232174	2	5	3	2	1	1	2	1	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.875	2	3.83333333333333	-1	-1	-1	-1
1014391	.254653299201816	2	7	2	1	2	1	2	3	2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.375	3.4	3.83333333333333	-1	-1	-1	-1
1020061	.1084695459673	1	6	1	1	1	4	2	5	5	6	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	1.75	2.2	2.83333333333333	-1	-1	-1	-1
1018401	1.08574524364326	1	7	1	6	3	3	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.25	1.8	2.83333333333333	-1	-1	-1	-1
1039721	.464389221981625	1	3	1	1	4	4	1	5	5	6	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	1.75	1.6	2.83333333333333	-1	-1	-1	-1
1005421	.31816511070212	1	2	1	1	1	1	2	5	5	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	4.25	3	3.16666666666667	-1	-1	-1	-1
1013461	.44184468389992	2	5	3	1	1	4	2	5	5	6	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	1.625	2	1.66666666666667	-1	-1	-1	-1
1028101	1.17696700753345	2	7	9	1	2	1	2	4	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	2.25	1.4	2.33333333333333	-1	-1	-1	-1
1028102	.461386553759377	1	6	9	2	 	1	2	5	2	 	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.375	1.2	2.16666666666667	-1	-1	-1	-1
1026791	.823708469785651	1	3	9	1	1	1	1	5	5	6	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	3	2.8	3.16666666666667	-1	-1	-1	-1
1034201	.866355646826935	1	4	3	5	2	1	1	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	1.625	2.2	3	-1	-1	-1	-1
1008371	.56491600794467	1	7	4	1	3	1	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	8	2.5	2.8	2.66666666666667	-1	-1	-1	-1
1009181	.824826268931726	2	4	2	1	3	2	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	1.5	1.2	3.16666666666667	-1	-1	-1	-1
1023092	.336822516200613	1	5	9	1	1	1	2	4	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3.4	3.66666666666667	-1	-1	-1	-1
1010291	.993281401568442	2	4	1	2	3	4	2	3	3	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	3	1.8	4.33333333333333	-1	-1	-1	-1
1045301	1.12412028422214	2	1	2	2	1	1	2	5	5	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3	4.4	3.16666666666667	-1	-1	-1	-1
1045302	.373166004014808	1	1	2	1	1	1	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1
1000051	1.96748389346852	1	3	4	1	1	1	1	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3.875	2.4	4.16666666666667	-1	-1	-1	-1
1000052	4.78496139207425	2	3	4	4	2	1	1	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4.5	1.6	4.5	-1	-1	-1	-1
1020031	.45683680736251	1	4	2	2	2	2	1	5	5	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	1.8	4.5	-1	-1	-1	-1
1006481	.329688371172767	1	5	4	1	2	1	2	5	3	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.5	3.6	3.83333333333333	-1	-1	-1	-1
1008511	.76418427053057	1	1	1	1	2	1	1	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	1.375	1	1.5	-1	-1	-1	-1
1008512	3.63552557453141	2	1	1	4	3	1	1	5	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.125	2.2	3.33333333333333	-1	-1	-1	-1
1019231	2.63487230124512	2	1	9	6	2	4	2	5	5	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.25	1.8	1.83333333333333	-1	-1	-1	-1
1019232	2.63487230124512	2	1	1	5	2	4	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2.5	3.4	2.66666666666667	-1	-1	-1	-1
1033881	1.13861606308143	1	6	1	3	4	4	1	3	3	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4.5	1	4.33333333333333	-1	-1	-1	-1
1013471	1.2850395609082	2	5	2	3	3	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3.125	2.6	3.66666666666667	-1	-1	-1	-1
1035101	1.03133274688649	1	5	4	1	3	1	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	2.875	3	4.16666666666667	-1	-1	-1	-1
1026301	.378717520178406	2	6	3	1	1	1	2	5	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	1.375	2.6	2.33333333333333	-1	-1	-1	-1
1021511	.609384341766103	1	7	2	1	2	2	2	5	5	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.375	4.2	4.16666666666667	-1	-1	-1	-1
1012861	1.24034445048397	1	4	4	1	3	1	2	5	5	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	3.125	2.8	3.16666666666667	-1	-1	-1	-1
1002101	.972951511205533	1	2	1	5	3	1	2	5	5	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.375	2.8	3.5	-1	-1	-1	-1
1002102	1.28953948292452	2	2	3	1	3	1	2	4	4	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	3.125	2.8	3.83333333333333	-1	-1	-1	-1
1026071	.439030570837865	1	3	3	1	1	4	2	5	5	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	2.75	1.8	3.16666666666667	-1	-1	-1	-1
1036611	.778076399866933	2	3	3	3	1	1	2	5	1	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3.25	2	3.66666666666667	-1	-1	-1	-1
1007621	.935346181634689	2	4	4	1	2	1	2	5	5	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	3	3.25	4.2	3.5	-1	-1	-1	-1
1031701	.959666651746129	1	7	3	1	1	1	1	5	5	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	1.875	1.6	3.16666666666667	-1	-1	-1	-1
1031702	.786938254995758	2	7	3	1	1	1	2	5	5	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	1.375	1.4	2.33333333333333	-1	-1	-1	-1
